gold_label,sentence1,sentence2,sentence1_opus,sentence2_opus
contradiction,This is the legal underpinning of Justice Anthony Kennedy's nostalgic embrace of states' rights.,Kennedy favors federal rights.,Ito ang legal na pag - uulat ng mga karapatan ni Hukom Anthony Kennedy na tinatanggap ng mga estado.,Kennedy ay pabor sa pederal na mga karapatan.
contradiction,"Actually, the word quark is in the OED as a verb meaning `croak,' with 19th-century references to frogs, rooks, and herons.",The word quark is a modern word first invented by scientists in the 1960s.,"Sa katunayan, ang salitang quark ay nasa OED bilang isang pandiwa na nangangahulugang `croak,' na may 19th-century na mga reperensiya sa mga palaka, rook, at heron.",Ang salitang quark ay isang modernong salita na unang inimbento ng mga siyentipiko noong 1960s.
contradiction,"During the preschool and elementary school years, thought is largely tied to the here-and-now.",Preschool and elementary aged children often dream about the future.,"Sa mga taon ng preschool at elementarya, ang kaisipan ay pangunahing nakatali sa heto-and-ngayon.",Ang mga batang nasa edad bago mag - aral at nasa elementarya ay madalas na nangangarap ng tungkol sa hinaharap.
contradiction,Culebra was known as the Spanish Virgin Island until the American takeover it lies halfway between Puerto Rico and St. Thomas in the US Virgin Islands.,Culebra is located nowhere near Puerto Rico and St. Thomas in the US Virgin Islands.,Kilala ang Culebra bilang Isla ng Birheng Kastila hanggang sa pag-aalsa nito ang Amerikano sa kalagitnaan sa pagitan ng Puerto Rico at San Tomas sa Kapuluang Birhen ng US.,Ang Culebra ay hindi matatagpuan kahit saan malapit sa Puerto Rico at St. Thomas sa US Virgin Islands.
contradiction,"Cete de Charlevoix is part of the Laurentian heights, reaching to the Saguenay River where the coureurs de bois turned off in search of furs.",The Saguenay River was part of the coal market.,"Ang Cete de Charlevoix ay bahagi ng Kataasan ng Laurentian, na umaabot sa Ilog Saguenay kung saan ang mga coureur de bois ay tumalikod upang maghanap ng mga balahibo.",Ang Ilog Saguenay ay bahagi ng pamilihan ng karbon.
contradiction,"If defense intelligence is reorganized to elevate the responsibilities of the director of the DIA, then that person might be the appropriate official.",The Director of the DIA is not involved with defense intelligence at all.,"Kung ang talino sa depensa ay muling inorganisa upang itaas ang mga pananagutan ng direktor ng DIA, kung gayon ang taong iyon ay maaaring maging angkop na opisyal.",Ang Direktor ng DIA ay hindi nasasangkot sa pagdepensa ng katalinuhan.
contradiction,"And so she sat back down, and, you know, they were still chatting, and they could still see this person, and this person was walking really, really fast.",She stayed silent and looked down at her desk.,"Kaya't siya'y naupo, at, alam mo, sila'y nag - uusap pa rin, at nakikita pa rin nila ang taong ito, at ang taong ito'y talagang lumalakad, nang buong bilis.",Nanatili siyang tahimik at tumingin sa kaniyang mesa.
contradiction,Alternative should not be used in place of alternate.,It is permitted to substitute alternate for alternative.,Hindi dapat gamitin ang alternatibo bilang kahalili.,Ito'y pinapayagang humalili sa mapagpipilian.
contradiction,Executives could also receive a rating of provisional or fail for each element.,Executives can't fail.,Ang mga tagapangasiwa ay maaari ring tumanggap ng rating ng probisyonal o nabigo para sa bawat elemento.,Hindi maaaring mabigo ang mga tagapangasiwa.
contradiction,"John Burke (Alabama) reviews and analyzes other contemporary accounts and finds that Boswell's is not only the most accurate but that he uses it to demonstrate Johnson's character, whereas others were merely retailing literary gossip.",John Burke ignores accounts.,"Nirerepaso at sinusuri ni John Burke (Alabama) ang iba pang mga kontemporaryong salaysay at natuklasan na ang Boswell's ay hindi lamang ang pinaka-tumpak kundi ginagamit niya ito upang ipakita ang karakter ni Johnson, samantalang ang iba ay tinibenta lamang ang pampanitikang tsismis.",John Burke ay hindi nagbibigay - pansin sa mga ulat.
contradiction,"It was she now who was on her defence, her voice quivering with indignation.",The woman was so delighted that she was speechless!,"Siya ngayon ang nasa kaniyang moog, ang kaniyang tinig ay nanginginig sa pagkagalit.",Tuwang - tuwa ang babae anupat hindi siya makapagsalita!
contradiction,"For example, in 1983 the Old-Age and Survivors Insurance trust fund borrowed from the Disability Insurance and Hospital Insurance trust funds.",The trust fund has never needed to borrow.,"Halimbawa, noong 1983 ang Old-Age and Survivers Insurance trust fund na hiniram mula sa Disability Insurance at Hospital Insurance trust funds.",Ang pondo ng ipinagkatiwala ay hindi kailanman kinailangang mangutang.
contradiction,"For myself, I am entirely of Wolverstone's opinion.",I have never heard of a person called Wolverstone.,"Para sa aking sarili, ako'y sang - ayon sa opinyon ni Wolverstone.",Ngayon lamang ako nakarinig ng tungkol sa isang taong tinatawag na Wolverstone.
contradiction,you know one other benefit that that just occurred to me i didn't take it as much advantage of it at least not yet in  sometimes big companies will pay for like education,No companies help with education costs no matter how large or small.,Alam ninyo ang isa pang pakinabang na hindi gaanong sinamantala ng basta nangyari sa akin kundi sa paano man hindi pa ito gaanong ginagamit ng malalaking kompanya kung minsan ay magbabayad sa katulad na edukasyon,Walang kompanya na tumutulong sa edukasyon ang nagkakahalaga gaano man kalaki o kaliit.
contradiction,"The Islamist movement, born about 1940, is a product of the modern world, influenced by Marxist-Leninist concepts about revolutionary organization.",The Islamist movement was begun in the sixth century.,"Ang kilusang Islamista, na ipinanganak noong mga 1940, ay isang produkto ng modernong mundo, na naimpluwensiyahan ng mga konseptong Marxista-Leninista tungkol sa organisasyong rebolusyonaryo.",Ang kilusang Islamista ay sinimulan noong ikaanim na siglo.
contradiction,Hard Put to Find Proof Bin Laden Directed Attacks.,There was hard evidence of Bin Laden directing the attacks.,Mahirap Hanapin ang Patotoo Bin Laden na Tuwirang Sumalakay.,May matibay na ebidensiya ng Bin Laden na nangangasiwa sa mga pag-atake.
contradiction,okay and do they have good lasagna,The lasagna is the worst thing I've tried!,Okay at mayroon silang mahusay na lasagna,Ang lasagna ang pinakamasamang bagay na sinubukan ko!
contradiction,"And, uh, if it surged and just kept surging it would go 'whish,' and, like it was going to pull your head off.",It will only surge once.,"At, uh, kung ito ay lálakí at basta patuloy na gugulo ito ay magiging 'whish,' at, para bang ito ay hihila sa iyong ulo.",Minsan lamang ito tataas.
contradiction,He turned in appeal to Lord Julian.,Lord Julian was nowhere to be seen.,Humingi siya ng tulong kay Lord Julian.,Si Lord Julian ay hindi maaaring makita.
contradiction,"As we all know, there is an enormous number of publications dealing with highly specialized areas.",There are only 2 journals.,"Gaya ng alam nating lahat, napakaraming publikasyon ang tumatalakay sa lubhang espesyalisadong mga larangan.",Mayroon lamang 2 babasahin.
contradiction,"Well, there's nobody there to help me.",There are plenty of people to help me there.,"Buweno, walang tumutulong sa akin.",Maraming mga tao na tutulong sa akin doon.
contradiction,And then once you get everything entered you can go on from there.,You should stop right now.,At minsang makapasok ka na sa lahat ng bagay ay maaari ka nang magpatuloy mula roon.,Dapat kang huminto ngayon mismo.
contradiction,"In addition, program personnel conduct various workshops for and make educational materials available to new providers.",Program personnel cut all the workshops last year.,"Bukod dito, ang mga tauhan ng programa ay nagsasagawa ng iba't ibang mga workshop para sa at gumagawa ng mga materyales pang-edukasyon na makukuha ng mga bagong provider.",Tinabas ng mga tauhan sa programa ang lahat ng mga gawaan noong nakaraang taon.
contradiction,"If the initial expansion is exponential, then slows to linear, as in the inflationary hypothesis or perhaps in this purely quantum approach, then the particle-horizon problem may disappear.","The particle-horizon problem is always there, regardless of the initial expansion model.","Kung ang simulang paglawak ay exponential, pagkatapos ay mabagal sa linear, gaya ng sa inflationary hypothesis o marahil sa purong quantum na pamamaraang ito, kung gayon ang problemang particle-horizon ay maaaring mawala.","Ang suliraning particle-horizon ay laging naroroon, anuman ang panimulang modelo ng paglawak."
contradiction,In San Antonio the performance of Los Pastores at Our Lady of Guadalupe Church as been ongoing since 1913.,The performance never occurs in San Antonio.,Sa San Antonio nagaganap ang pagganap ng Los Pastores sa Our Lady of Guadalupe Church mula pa noong 1913.,Ang pagtatanghal ay hindi kailanman nangyayari sa San Antonio.
contradiction,That was my messed up.,I did it without any errors.,Iyan ang naging problema ko.,Ginawa ko ito nang walang anumang pagkakamali.
contradiction,"A little way along from Boot you'll find the terminus of the Ravenglass and Eskdale Railway, or  La'al Ratty,  as it's affectionately known.",Boot is very far from all of the railways.,"Sa di - kalayuan mula sa Boot ay masusumpungan mo ang kataganginus ng Ravenglass at Eskdale Railway, o La'al Ratty, gaya ng magiliw na pagkakilala rito.",Napakalayo ng Boot sa lahat ng riles ng tren.
contradiction,"Relajo can also describe a joking relationship, a bantering back and forth, which through the laughter relieves tension and disintegrates the cause of the tension of the moment.",Relajo is not funny at all.,"Mailalarawan din ni Relajo ang isang mapagbirong relasyon, isang banterya na paroo't parito, na sa pamamagitan ng pagtawa ay nagreresulta sa tensiyon at pagkasira ng sanhi ng tensiyon sa sandaling iyon.",Si Relajo ay hindi katawa - tawa.
contradiction,"Fully professional, fully produced theatre has made a difference to children like Becky, Stephanie, Marcus, Emily, and their classmates from across the state of Indiana.","We wish we could afford to create fully professional theatre productions, but we have never had the funds here in Indiana.","Ang ganap na propesyonal, ganap na ginawa ang theatre ay nakatulong sa mga batang gaya nina Becky, Stephanie, Marcus, Emily, at ng kanilang mga kaklase mula sa ibayo ng estado ng Indiana.","Sana'y kaya naming lumikha ng ganap na propesyonal na mga produksiyon ng theatre, subalit hindi pa kami kailanman nagkaroon ng pondo rito sa Indiana."
contradiction,The statistics on rural routes presented in this paper are based on the 1989 National Mail Count data.c,The statistics in this paper are based on a 2001 report.,Ang mga estadistika sa mga ruta sa lalawigan na iniharap sa pahayagang ito ay batay sa 1989 National Mail Count data.,Ang mga estadistika sa pahayagang ito ay batay sa isang ulat noong 2001.
contradiction,"The second level of falsity is that Brock defends Hillary only to elevate his own, proprietary scandal.",Brock does not defend Hillary.,Ang ikalawang antas ng falsity ay na ipinagtatanggol lamang ni Brock si Hillary upang itaas ang sarili niyang iskandalong proprietaryal.,Hindi ipinagtatanggol ni Brock si Hillary.
contradiction,"That's kind of unique in that I, uh, spent, uh, about 16 years of my career in Special Activities.",I've never had a job.,"Iyan ay kakaiba sa bagay na ako, uh, ay gumugol, uh, mga 16 na taon ng aking karera sa Pantanging mga Gawain.",Hindi pa ako kailanman nagkaroon ng trabaho.
contradiction,"A renowned proponent of Mexican Spanish folklore in the Southwest and California was Charles F. Lummis (1859-1928), a self-taught photographer, ethnologist, musicologist, journalist, and the founder of the Southwest Museum in Los Angeles.",Charles F. Lewis could not read.,"Isang kilalang protonent ng Mexican Spanish folk sa Southwest at California ay si Charles F. Lummis (1859-1928), isang self-intelektuwal photographer, etnologist, musicologist, journalist, at ang tagapagtatag ng Southwest Museum sa Los Angeles.",Hindi makabasa si Charles F. Lewis.
contradiction,"Later it held courts of law, and justice was dispensed here.",IT was just for church.,"Nang maglaon ay humawak ito ng mga hukuman ng batas, at ibinigay rito ang katarungan.",ITO ay para lamang sa simbahan.
